標題,問題,回答,主題分類,主題分類_字串,主題數量,回答內容摘要,醫生名稱,回答時間,對應子問題,主題判斷
#160154 糖尿病諮詢,"醫生你好：
我在4/30號時，抽飯前血糖98，醣化血色素4.8
再5/15時，再抽飯前血糖91，醣化血素素4.7
但是到了8/14再抽飯前血糖是102，8/27抽血是104
但這兩次沒有再抽糖化血色素，然後開始覺得腳是不是有刺痛，疲勞，視力膜胡，頻尿等症狀
這樣是糖尿病嗎？我很恐慌 抱歉","糖尿病的診斷標準是空腹血糖126以上, 或糖化血紅素6.5以上,",['糖尿病類型'],糖尿病類型,2,糖尿病診斷標準為空腹血糖≥126或糖化血紅素≥6.5，症狀如刺痛、疲勞等未必由糖尿病引起。,李健,2020/8/31,糖尿病的診斷標準有哪些？,血糖管理
#160154 糖尿病諮詢,"醫生你好：
我在4/30號時，抽飯前血糖98，醣化血色素4.8
再5/15時，再抽飯前血糖91，醣化血素素4.7
但是到了8/14再抽飯前血糖是102，8/27抽血是104
但這兩次沒有再抽糖化血色素，然後開始覺得腳是不是有刺痛，疲勞，視力膜胡，頻尿等症狀
這樣是糖尿病嗎？我很恐慌 抱歉","刺痛，疲勞，視力膜胡，頻尿,這些症狀目前無法用糖尿病解示",['糖尿病類型'],糖尿病類型,2,糖尿病診斷標準為空腹血糖≥126或糖化血紅素≥6.5，症狀如刺痛、疲勞等未必由糖尿病引起。,李健,2020/8/31,刺痛、疲勞、視力模糊和頻尿可能與哪些非糖尿病相關的疾病或狀況有關？,請洽詢專業醫療人員
#142873 喝含糖飲料喝太快會比慢慢喝更有機率得到糖尿病,最近我同學提出了一個觀點，認為喝含糖飲料喝太快會更容易得糖尿病，我也有喝很快的習慣，所以想詢求正解,目前國際上並沒有進行喝飲料速度，和得糖尿病機率的研究，所以無法正確回答此問題，不過常期過量飲用含糖飲料的確會增加糖尿病風險，不可不慎~,"['飲食', '預防']","飲食, 預防",2,過量飲用含糖飲料可能增加糖尿病風險，但喝飲料速度與糖尿病無直接研究。,陳順福,2019/1/4,長期過量飲用含糖飲料如何增加糖尿病的風險？,預防
#60700 請問,"醫師您好~我想請問一下,因母親有罹患輕微的糖尿病,長期有在服用藥物控制.但膝蓋關節退化,有朋友建議吃些液態葡萄糖胺的保健食品(紐力活,好股力..),不知是否可以飲用,謝謝醫生",葡萄糖胺在體內會轉化成glycoprotein和glycoraminoglycan；被認為可提升軟骨內proteoglycan的合成，而改善骨性關節炎（osteoarthritis）的惡化。不良的反應僅有少數的上腹不適、噁心、心口灼熱感、皮疹、頭痛、嗜睡等。由於結構式及代謝途徑的考量，很容易令人懷疑葡萄糖胺對糖尿病血糖控制的影響。有一些研究認為葡萄糖胺對血糖控制沒有影響，也有一些研究認為會影響胰島素的敏感度。醫學界目前仍有少許爭議。但是，並沒有完全否定。持平而論，如果使用葡萄糖胺仍要常常偵測血糖，並持續平常的血糖控制活動。另一方面，記得看清楚各種保健食品，是否還有其他需要注意的成分。,['血糖管理'],血糖管理,3,葡萄糖胺可能影響糖尿病患者血糖控制，需密切監測血糖並諮詢醫師，注意保健食品成分。,蕭永薰,2010/7/26,葡萄糖胺是否會影響糖尿病患者的血糖控制？使用葡萄糖胺時有哪些需要注意的成分或副作用？,血糖管理
#49232 糖尿病多尿 會引起便秘嗎,"楊醫師:

你好!! 請問 我先生長期有在服用高血壓的藥,平常尿就很多,直到最近,人快速消瘦,極度口渴,去診所驗飯後2小時的血糖,飆到334,才知道患了糖尿病,目前有在服用Gliclazide MR 30mg/tab (Diamicron MR 30mg) 和 Metformin HC1 500/mg(Glubin F.C.Tablt) 服用完, 覺得胃很不舒服,想自行去藥局購藥,來減輕胃的不適,
可否請醫生建議, 另外先生原本就有一早如廁的習慣,都很順暢, 最近服了糖尿病的藥, 血壓藥也一起服用,反而便祕,是否因為糖尿病的病人本來就多尿,加上血壓的藥也是利尿劑, 才會造成便祕的現象,可否把血壓的藥停掉(他的血壓這1.2年都很正常)
還是有可以改善的方式",糖尿病藥物有可能引起腸胃道不適，有時減低劑量情形可改善，有時慢慢會適應，如還是不舒服就可能需要調整藥物，糖尿病藥物造成便秘較不常見。,['用藥'],用藥,2,糖尿病藥物可能引起腸胃不適，減量或調整可改善；血壓藥需終身服用，應遵醫師指示。,楊宏智,2007/12/28,糖尿病藥物引起腸胃道不適時，減低劑量或慢慢適應是否有效？如果不適持續，如何調整藥物？,用藥
#49232 糖尿病多尿 會引起便秘嗎,"楊醫師:

你好!! 請問 我先生長期有在服用高血壓的藥,平常尿就很多,直到最近,人快速消瘦,極度口渴,去診所驗飯後2小時的血糖,飆到334,才知道患了糖尿病,目前有在服用Gliclazide MR 30mg/tab (Diamicron MR 30mg) 和 Metformin HC1 500/mg(Glubin F.C.Tablt) 服用完, 覺得胃很不舒服,想自行去藥局購藥,來減輕胃的不適,
可否請醫生建議, 另外先生原本就有一早如廁的習慣,都很順暢, 最近服了糖尿病的藥, 血壓藥也一起服用,反而便祕,是否因為糖尿病的病人本來就多尿,加上血壓的藥也是利尿劑, 才會造成便祕的現象,可否把血壓的藥停掉(他的血壓這1.2年都很正常)
還是有可以改善的方式",血壓藥物不宜自行停止服用，大部分的狀況是需終身使用，要在醫師之指示下處理。,['用藥'],用藥,2,糖尿病藥物可能引起腸胃不適，減量或調整可改善；血壓藥需終身服用，應遵醫師指示。,楊宏智,2007/12/28,血壓藥物是否需要終身服用，應如何在醫師指示下正確管理藥物使用？,用藥
#66070 糖尿病疾,李醫師您好糖尿病除了遺傳以外.長期喝太甜飲料會德糖尿病嗎,"長期喝太甜飲料,可能會因為造成體重過重,增加糖尿病的風險.","['糖尿病類型', '預防']","糖尿病類型, 預防",5,第2型糖尿病危險因子包括家族史、年齡、體重過重、缺乏運動、高血壓、高血脂等，喝甜飲料可能增加風險。,李志曜,2011/12/7,長期喝甜飲料是否會影響糖尿病的風險？,預防
#90923 糖尿病諮詢,"請問醫生:
糖尿病的原因很多,聽說胰臟發炎也會引起糖尿病,所以剛驗血糖及糖化血色素都很高,就會直接斷定是2型?這樣就不可能是胰臟發炎造成的嗎?或是應該再做其他檢查?
謝謝","胰臟炎引起糖尿病,大多是因酗酒造成慢性胰臟炎再成為糖尿病.若您沒有此種情形,應是第二型糖尿病之機率最高.若有疑問請就診新陳代謝科.",['糖尿病類型'],糖尿病類型,2,胰臟炎引起糖尿病多因酗酒，若無此情形可能是第二型糖尿病，建議就診新陳代謝科。,李志曜,2015/11/26,胰臟炎如何導致糖尿病？慢性胰臟炎與酗酒的關係是什麼？,糖尿病類型
#66881 糖尿病引起病症,"醫師你好:我朋友今年56歲去年底發現因糖尿病引起尿毒症,至今不斷嘔吐現已開始洗腎,洗腎後嘔吐症狀會減少嗎?開始洗腎他生命可以維持多久,洗腎後會有什麼後遺症嗎?洗久了會不會腎藏衰竭???","嘔吐是尿毒症症狀之一,洗腎後應會改善嘔吐症狀","['併發症', '血糖管理']","併發症, 血糖管理",3,洗腎可改善尿毒症嘔吐症狀，配合醫師控制血糖血壓血脂可延長生命，腎衰竭是尿毒症原因非洗腎導致。,吳佶育,2012/2/27,嘔吐是否可能是尿毒症引起的，洗腎後能否有效改善症狀？,併發症
#66881 糖尿病引起病症,"醫師你好:我朋友今年56歲去年底發現因糖尿病引起尿毒症,至今不斷嘔吐現已開始洗腎,洗腎後嘔吐症狀會減少嗎?開始洗腎他生命可以維持多久,洗腎後會有什麼後遺症嗎?洗久了會不會腎藏衰竭???","如果好好跟醫師配合洗腎及繼續控制血糖血壓血脂,避免併發症(腦中風,心肌梗塞)產生,會有較好預後","['併發症', '血糖管理']","併發症, 血糖管理",3,洗腎可改善尿毒症嘔吐症狀，配合醫師控制血糖血壓血脂可延長生命，腎衰竭是尿毒症原因非洗腎導致。,吳佶育,2012/2/27,如何通過控制血糖、血壓和血脂來降低糖尿病併發症的風險？,併發症
#66881 糖尿病引起病症,"醫師你好:我朋友今年56歲去年底發現因糖尿病引起尿毒症,至今不斷嘔吐現已開始洗腎,洗腎後嘔吐症狀會減少嗎?開始洗腎他生命可以維持多久,洗腎後會有什麼後遺症嗎?洗久了會不會腎藏衰竭???","今天是腎臟衰竭導致尿毒症才需洗腎,不是洗久了會腎臟衰竭","['併發症', '血糖管理']","併發症, 血糖管理",3,洗腎可改善尿毒症嘔吐症狀，配合醫師控制血糖血壓血脂可延長生命，腎衰竭是尿毒症原因非洗腎導致。,吳佶育,2012/2/27,腎臟衰竭導致尿毒症的原因是什麼？糖尿病患者如何預防腎臟衰竭？,併發症
#64503 糖尿病與腎臟病,"黃醫師鈞鑑:
請問家母82歲抽血檢查(1)飯前血糖160算不算已是典型糖尿病?要不要吃藥?(2)eGFR值47是慢性腎臟病了嗎?第幾期?要不要吃藥?謝謝解惑!
袁應祖敬上"," 飯前血糖160(單位應該是mg/dl),可能要再多測1-2次飯前血糖,若持續超過116mg/dl就要考慮是糖尿病(應該是第二型糖尿病),建議找新陳代謝科醫師門診追蹤,請醫師給您建議是否用藥及其他控制方法","['血糖管理', '併發症']","血糖管理, 併發症",4,飯前血糖超過116mg/dl需考慮糖尿病，建議新陳代謝科追蹤；eGFR 47需多次檢測確認是否慢性腎病，建議腎臟科評估治療。,黃耀宣,2011/8/23,飯前血糖持續超過116 mg/dL是否表示需要進一步檢查或治療？,血糖管理
#64503 糖尿病與腎臟病,"黃醫師鈞鑑:
請問家母82歲抽血檢查(1)飯前血糖160算不算已是典型糖尿病?要不要吃藥?(2)eGFR值47是慢性腎臟病了嗎?第幾期?要不要吃藥?謝謝解惑!
袁應祖敬上",請洽詢專業醫療人員,"['血糖管理', '併發症']","血糖管理, 併發症",4,飯前血糖超過116mg/dl需考慮糖尿病，建議新陳代謝科追蹤；eGFR 47需多次檢測確認是否慢性腎病，建議腎臟科評估治療。,黃耀宣,2011/8/23,82歲女性飯前血糖160是否屬於糖尿病範疇？是否需要服用降糖藥物？eGFR值47是否代表慢性腎臟病？屬於第幾期？是否需要服藥治療？,請洽詢專業醫療人員
#115546 糖尿病遺傳問題,"醫師您好：
我爸爸那邊有糖尿病遺傳基因，目前我爸爸50歲控制的還蠻好的。
想請問我有可能得糖尿病嗎？平時注意飲食應該可以預防吧？
謝謝～","糖尿病通常是多重因素所造成,基因只是一部分原因
糖尿病通常也可能合併其他代謝症候群
例如 高血壓 高血脂
建議可以定期監測血壓 血糖 血脂肪
飲食方面避免高糖或是高油食物
避免肥胖
規則作息
規則運動
這樣可以預防大部分糖尿病以及代謝疾病的發生","['預防', '生活管理']","預防, 生活管理",6,糖尿病由多重因素引起，建議定期監測健康指標，避免高糖高油飲食、肥胖，並保持規律作息與運動以預防糖尿病及代謝疾病。,洪元斌,2016/11/25,如何透過飲食、運動和規律作息來預防糖尿病及代謝疾病？,預防
#108536 關於糖尿病少量多餐,"醫生您好

我一直對於少量多餐這個詞有所疑慮


在過去醫師與新聞常說 少量多餐

控制胰島素分泌 以及食物的攝取量

但最近我也有看到新說法:

""正常一餐約需要6小時才能完全消化、
完整代謝完畢，如果多餐，等於一波還沒結束，
一波又起，容易產生胰島素阻抗、葡萄糖耐量異常與高脂血症。""


我自己是血糖偏高的糖尿病前期患者

我有維持重訓與有氧運動 一周5~7次 一次至少30~60分鐘

飲食也都有控制份量與種類(低GI)

但我的疑慮是

1.上述的胰島素問題,在可以保證定時定量與有運動的情況下
是否少量多餐反而容易產生胰島素阻抗?

2.假設運動量有夠,運動完進食是否算是少量多餐的一種?
因為重訓完我會喝個豆漿 牛奶+香蕉或地瓜之類的?

3.如果再飯後1到2小時開始運動,運動一個小時
等於飯後3小時後再進食,這樣胰島素反覆分泌
是否會項問題1一樣,反而不好?


這些問題困擾我很久了,想請醫師解惑!!",「少量多餐」這個名詞在日常生活中常被提起；可是，從來就沒有精確的定義，因而很容易被誤用。只能告訴您，食物的總量與食物的內容也要特別注意；不要過量，也不要太精製或太多加工食品。,"['飲食', '血糖管理']","飲食, 血糖管理",4,少量多餐需注意食物總量、內容及熱量，避免胰島素阻抗。運動有助改善胰島素抗性，但飲食控制同樣重要，建議與專業醫師討論調整方案。,蕭永薰,2016/7/13,少量多餐的飲食方式應該如何控制食物的總量及內容？有哪些食物需要避免過量或過度加工？,飲食
#108536 關於糖尿病少量多餐,"醫生您好

我一直對於少量多餐這個詞有所疑慮


在過去醫師與新聞常說 少量多餐

控制胰島素分泌 以及食物的攝取量

但最近我也有看到新說法:

""正常一餐約需要6小時才能完全消化、
完整代謝完畢，如果多餐，等於一波還沒結束，
一波又起，容易產生胰島素阻抗、葡萄糖耐量異常與高脂血症。""


我自己是血糖偏高的糖尿病前期患者

我有維持重訓與有氧運動 一周5~7次 一次至少30~60分鐘

飲食也都有控制份量與種類(低GI)

但我的疑慮是

1.上述的胰島素問題,在可以保證定時定量與有運動的情況下
是否少量多餐反而容易產生胰島素阻抗?

2.假設運動量有夠,運動完進食是否算是少量多餐的一種?
因為重訓完我會喝個豆漿 牛奶+香蕉或地瓜之類的?

3.如果再飯後1到2小時開始運動,運動一個小時
等於飯後3小時後再進食,這樣胰島素反覆分泌
是否會項問題1一樣,反而不好?


這些問題困擾我很久了,想請醫師解惑!!",以前醫學上只認為血糖升高會使得胰島素的分泌增加；後來研究得知，人類進食以後，食物在腸胃道階段會刺激許多腸泌素（incretin）的分泌，腸泌素就會刺激胰島素的大量分泌。胰島素除了會加強身體細胞對血糖得利用之外，也會加強糖類與胺基酸轉換成脂肪的作用；當身體沒有充份利用葡萄糖或貯存太多的脂肪與熱量時，胰島素阻抗的問題（insulin resistance）就會浮現。如果「多餐」裏的每一次量太多，加上前一餐尚未代謝完成時，理論上是會產生胰島素受器的阻抗問題。,"['飲食', '血糖管理']","飲食, 血糖管理",4,少量多餐需注意食物總量、內容及熱量，避免胰島素阻抗。運動有助改善胰島素抗性，但飲食控制同樣重要，建議與專業醫師討論調整方案。,蕭永薰,2016/7/13,腸泌素如何影響胰島素分泌以及胰島素阻抗的形成？,血糖管理
