子問題,GPT主題分類,真實主題,命中子問題,原始回答,檢索回答,問題相似度,答案相似度,主題匹配,排名,是否回應,,question,answer,original_question,,
正常人的飯前和飯後血糖值範圍是多少？,血糖管理,血糖管理,飯前、飯後及空腹血糖值的正常範圍是多少？超過哪些數值可以判定為糖尿病？,正常人的飯前血漿血糖值為70到110mg/dl而飯後兩小時血糖值為80到140mg/dl之間。,"正常人的飯前血漿血糖值為70到100mg/dl，飯後兩小時血糖值為80~140mg/dl.空腹8小時以上的血漿血糖值130mg/dl,的確稍微偏高；如果於不同時間再度檢查，仍然大於WHO於1998年修正的標準126mg/dl,即可稱為糖尿病。",0.914917052,0.924545825,TRUE,1,1,,正常人的飯前和飯後血糖值範圍是多少？,"正常人的飯前血漿血糖值為70到100mg/dl，飯後兩小時血糖值為80~140mg/dl.空腹8小時以上的血漿血糖值130mg/dl,的確稍微偏高；如果於不同時間再度檢查，仍然大於WHO於1998年修正的標準126mg/dl,即可稱為糖尿病。","蕭醫師您好請問幾個問題 麻煩您了
多喝 多尿 多吃 的標準是多少可有個數值
何謂糖化血色素 自己買儀器可以檢測嗎 如果血糖有時正常有時不正常驗血糖比較準還是驗糖化血色素比教準
飯前驗血糖最少要幾小時?
未來的生化科技可以跟治糖尿病嗎?如果可以是那個國家? 花費是多少?如果有的話可以用信箱告訴我嗎?
大恩不言謝 但還是要謝謝您 祝您順心^.^",,
正常人的飯前和飯後血糖值範圍是多少？,血糖管理,血糖管理,空腹血糖值和糖化血色素的正常範圍是多少？,正常人的飯前血漿血糖值為70到110mg/dl而飯後兩小時血糖值為80到140mg/dl之間。,大部分空腹血糖值正常值範圍是70~100 mg/dl，糖化血色素正常值範圍是4~6%。,0.772641003,0.80678165,TRUE,2,0,,正常人的飯前和飯後血糖值範圍是多少？,大部分空腹血糖值正常值範圍是70~100 mg/dl，糖化血色素正常值範圍是4~6%。,"蕭醫師您好請問幾個問題 麻煩您了
多喝 多尿 多吃 的標準是多少可有個數值
何謂糖化血色素 自己買儀器可以檢測嗎 如果血糖有時正常有時不正常驗血糖比較準還是驗糖化血色素比教準
飯前驗血糖最少要幾小時?
未來的生化科技可以跟治糖尿病嗎?如果可以是那個國家? 花費是多少?如果有的話可以用信箱告訴我嗎?
大恩不言謝 但還是要謝謝您 祝您順心^.^",,
正常人的飯前和飯後血糖值範圍是多少？,血糖管理,血糖管理,飯前血糖超過140mg/dL是否代表糖尿病前期？應如何進一步追蹤？,正常人的飯前血漿血糖值為70到110mg/dl而飯後兩小時血糖值為80到140mg/dl之間。," 飯前血糖已超過140mg/dL, 可能是糖尿病前期, 故應至新陳代謝科追蹤",0.762296021,0.727554917,TRUE,3,0,,正常人的飯前和飯後血糖值範圍是多少？," 飯前血糖已超過140mg/dL, 可能是糖尿病前期, 故應至新陳代謝科追蹤","蕭醫師您好請問幾個問題 麻煩您了
多喝 多尿 多吃 的標準是多少可有個數值
何謂糖化血色素 自己買儀器可以檢測嗎 如果血糖有時正常有時不正常驗血糖比較準還是驗糖化血色素比教準
飯前驗血糖最少要幾小時?
未來的生化科技可以跟治糖尿病嗎?如果可以是那個國家? 花費是多少?如果有的話可以用信箱告訴我嗎?
大恩不言謝 但還是要謝謝您 祝您順心^.^",,
正常人的飯前和飯後血糖值範圍是多少？,血糖管理,血糖管理,飯後血糖值升高是否能作為糖尿病或糖尿病前期的判斷依據？,正常人的飯前血漿血糖值為70到110mg/dl而飯後兩小時血糖值為80到140mg/dl之間。,"有一些病患,空腹血糖值正常;可是,飯後2小時的血糖值會明顯升高.因此，飯後血糖或耐糖試驗(OGTT)也常被使用來偵測是否為糖尿病或糖尿病的前期狀態;而不是單用空腹血糖值來排除是否為糖尿病.",0.753372788,0.757315397,TRUE,4,0,,正常人的飯前和飯後血糖值範圍是多少？,"有一些病患,空腹血糖值正常;可是,飯後2小時的血糖值會明顯升高.因此，飯後血糖或耐糖試驗(OGTT)也常被使用來偵測是否為糖尿病或糖尿病的前期狀態;而不是單用空腹血糖值來排除是否為糖尿病.","蕭醫師您好請問幾個問題 麻煩您了
多喝 多尿 多吃 的標準是多少可有個數值
何謂糖化血色素 自己買儀器可以檢測嗎 如果血糖有時正常有時不正常驗血糖比較準還是驗糖化血色素比教準
飯前驗血糖最少要幾小時?
未來的生化科技可以跟治糖尿病嗎?如果可以是那個國家? 花費是多少?如果有的話可以用信箱告訴我嗎?
大恩不言謝 但還是要謝謝您 祝您順心^.^",,
正常人的飯前和飯後血糖值範圍是多少？,血糖管理,血糖管理,飯後兩小時血糖值為什麼是醫學上討論糖尿病的重要指標？,正常人的飯前血漿血糖值為70到110mg/dl而飯後兩小時血糖值為80到140mg/dl之間。,"所謂的飯後兩小時,是指開始進食算起的兩小時.醫學上,為了治療或討論的方便,幾乎多用飯後兩小時血糖值為準.",0.744964361,0.783570051,TRUE,5,0,,正常人的飯前和飯後血糖值範圍是多少？,"所謂的飯後兩小時,是指開始進食算起的兩小時.醫學上,為了治療或討論的方便,幾乎多用飯後兩小時血糖值為準.","蕭醫師您好請問幾個問題 麻煩您了
多喝 多尿 多吃 的標準是多少可有個數值
何謂糖化血色素 自己買儀器可以檢測嗎 如果血糖有時正常有時不正常驗血糖比較準還是驗糖化血色素比教準
飯前驗血糖最少要幾小時?
未來的生化科技可以跟治糖尿病嗎?如果可以是那個國家? 花費是多少?如果有的話可以用信箱告訴我嗎?
大恩不言謝 但還是要謝謝您 祝您順心^.^",,
糖尿病治療中，食療的作用是什麼？,飲食,飲食,如何透過飲食調整和減重來改善糖尿病相關狀況？,糖尿病仍是以接受治療為準則 ，所有食療都只是輔助而已。,建議與家庭醫學科或內分泌科醫師做後續討論，適當減重或是飲食調整都很有幫助喔!,0.705406666,0.647031546,TRUE,1,1,,糖尿病治療中，食療的作用是什麼？,建議與家庭醫學科或內分泌科醫師做後續討論，適當減重或是飲食調整都很有幫助喔!,"請問
聽說1. 紅心芭樂乾煮水當開水喝可降低血糖是否正確
2. 香椿可降血糖,對嗎?
謝謝",,
糖尿病治療中，食療的作用是什麼？,飲食,飲食,營養諮詢門診可以提供哪些飲食建議來幫助糖尿病患者管理病情？,糖尿病仍是以接受治療為準則 ，所有食療都只是輔助而已。,建議您，有飲食相關問題可以掛營養諮詢門診，由營養師一對一詳細指導，給您適合評估與飲食建議。,0.702627659,0.645450294,TRUE,2,1,,糖尿病治療中，食療的作用是什麼？,建議您，有飲食相關問題可以掛營養諮詢門診，由營養師一對一詳細指導，給您適合評估與飲食建議。,"請問
聽說1. 紅心芭樂乾煮水當開水喝可降低血糖是否正確
2. 香椿可降血糖,對嗎?
謝謝",,
糖尿病治療中，食療的作用是什麼？,飲食,飲食,糖尿病患者在飲食中如何合理安排水果的攝取量？,糖尿病仍是以接受治療為準則 ，所有食療都只是輔助而已。,糖尿病病人一般喝無糖的茶不會影響血糖值變化，測量血糖時間是以吃第1口飯後的2小時時間點來測量；運動建議養成規律運動習慣可在飯後60-90分鐘後進行，水果部分掌握好2份水果量，建議在2餐之間當點心食用。若有疑問建議回醫療院所諮詢營養師。,0.69798255,0.759248137,TRUE,3,0,,糖尿病治療中，食療的作用是什麼？,糖尿病病人一般喝無糖的茶不會影響血糖值變化，測量血糖時間是以吃第1口飯後的2小時時間點來測量；運動建議養成規律運動習慣可在飯後60-90分鐘後進行，水果部分掌握好2份水果量，建議在2餐之間當點心食用。若有疑問建議回醫療院所諮詢營養師。,"請問
聽說1. 紅心芭樂乾煮水當開水喝可降低血糖是否正確
2. 香椿可降血糖,對嗎?
謝謝",,
糖尿病治療中，食療的作用是什麼？,飲食,飲食,糖尿病患者如何在外食時選擇低糖、低脂及低鹽的健康食物？,糖尿病仍是以接受治療為準則 ，所有食療都只是輔助而已。,外食的食物危機，在於高糖、高脂及高鹽的問題。因此，飲食方面強調充份的水果、蔬菜、低脂乳品、堅果等；避免高脂、高飽和脂肪酸（含反式脂肪）的食品。因此，多吃全穀類、家禽類或是魚類的食物，減少脂肪、紅肉、甜食與高糖飲料的攝取，便有助於血壓的控制。,0.697316408,0.651803315,TRUE,4,0,,糖尿病治療中，食療的作用是什麼？,外食的食物危機，在於高糖、高脂及高鹽的問題。因此，飲食方面強調充份的水果、蔬菜、低脂乳品、堅果等；避免高脂、高飽和脂肪酸（含反式脂肪）的食品。因此，多吃全穀類、家禽類或是魚類的食物，減少脂肪、紅肉、甜食與高糖飲料的攝取，便有助於血壓的控制。,"請問
聽說1. 紅心芭樂乾煮水當開水喝可降低血糖是否正確
2. 香椿可降血糖,對嗎?
謝謝",,
糖尿病治療中，食療的作用是什麼？,飲食,飲食,糖尿病患者如何調整飲食總量與內容以改善血糖控制？,糖尿病仍是以接受治療為準則 ，所有食療都只是輔助而已。,請注意糖尿病的控制除了藥物之外，飲食的總量與內容、規律的運動與否、生活型態的調整等等都要一併考量才好。,0.693564415,0.890271544,TRUE,5,1,,糖尿病治療中，食療的作用是什麼？,請注意糖尿病的控制除了藥物之外，飲食的總量與內容、規律的運動與否、生活型態的調整等等都要一併考量才好。,"請問
聽說1. 紅心芭樂乾煮水當開水喝可降低血糖是否正確
2. 香椿可降血糖,對嗎?
謝謝",,
糖尿病患者是否可以固定回診家醫科？服用糖尿病藥物期間是否可以補充B群？若可以，最佳服用時間為何？,請洽詢專業醫療人員,請洽詢專業醫療人員,糖尿病患者是否可以選擇家醫科進行固定回診？服用糖尿病相關藥物時，是否可以安全地補充b群？如果可以，最佳服用時間為何？,請洽詢專業醫療人員,請洽詢專業醫療人員,0.946390629,1.000000238,TRUE,1,0,,糖尿病患者是否可以固定回診家醫科？服用糖尿病藥物期間是否可以補充B群？若可以，最佳服用時間為何？,請洽詢專業醫療人員,"醫生您好，
父親57歲數，糖尿病確診約兩年多，目前正在服用以下三種藥物:

1.高糖優適 500mg （每日2次，早晚飯中各1粒）

2.利控糖 2/500mg （早上飯前1粒，晚上飯前半粒）

3.立普妥 40mg （早上飯後半粒）

最近一次的糖化是7.6%


請問醫生，
1.糖尿病固定回診可以看家醫科的醫生嗎？還是一定要看新陳代謝科呢？

2.請問可以吃b群嗎？不曉得會不會影響藥物？如果可以吃b群的話，放在什麼時候吃比較恰當呢？

謝謝醫生！",,
糖尿病患者是否可以固定回診家醫科？服用糖尿病藥物期間是否可以補充B群？若可以，最佳服用時間為何？,請洽詢專業醫療人員,請洽詢專業醫療人員,2型糖尿病患者若控制穩定，是否適合轉至一般診所或糖尿病共照網診所進行管理？轉診後如何確保眼底檢查和抽血等必要檢查的持續性？,請洽詢專業醫療人員,請洽詢專業醫療人員,0.753928959,1.000000238,TRUE,2,0,,糖尿病患者是否可以固定回診家醫科？服用糖尿病藥物期間是否可以補充B群？若可以，最佳服用時間為何？,請洽詢專業醫療人員,"醫生您好，
父親57歲數，糖尿病確診約兩年多，目前正在服用以下三種藥物:

1.高糖優適 500mg （每日2次，早晚飯中各1粒）

2.利控糖 2/500mg （早上飯前1粒，晚上飯前半粒）

3.立普妥 40mg （早上飯後半粒）

最近一次的糖化是7.6%


請問醫生，
1.糖尿病固定回診可以看家醫科的醫生嗎？還是一定要看新陳代謝科呢？

2.請問可以吃b群嗎？不曉得會不會影響藥物？如果可以吃b群的話，放在什麼時候吃比較恰當呢？

謝謝醫生！",,
